sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species	original_path	ftp_path
SAMN06265182	Persephonella marina	38.734	309805	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06265182.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06265182.contigs.fa.gz
SAMN08770185	Blastomonas sp. RAC04	39.06	1842535	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas sp. RAC04	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770185.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_559/SAMN08770185.contigs.fa.gz
SAMN04489760	Syntrophus aciditrophicus	39.133	316277	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04489760.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04489760.contigs.fa.gz
SAMN02440603	Sedimenticola thiotaurini	39.719	1543721	Proteobacteria	Gammaproteobacteria			Sedimenticola	Sedimenticola thiotaurini	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440603.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440603.contigs.fa.gz
SAMN02361231	Mogibacterium pumilum	40.567	86332	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Mogibacterium pumilum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_279/SAMN02361231.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_279/SAMN02361231.contigs.fa.gz
SAMN02198983	Leminorella richardii	40.698	158841	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella richardii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02198983.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02198983.contigs.fa.gz
SAMN05660859	Starkeya novella	41.053	921	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	Starkeya novella	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_413/SAMN05660859.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_413/SAMN05660859.contigs.fa.gz
SAMN02256451	Candidatus Thiodictyon syntrophicum	41.077000000000005	1166950	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiodictyon	Candidatus Thiodictyon syntrophicum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256451.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256451.contigs.fa.gz
SAMN02745370	Porphyrobacter sp. CACIAM 03H1	41.173	2003315	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. CACIAM 03H1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745370.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745370.contigs.fa.gz
SAMN06265353	Hydrogenobacter thermophilus	42.261	940	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06265353.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_445/SAMN06265353.contigs.fa.gz
SAMN02597189	Tolumonas auensis	42.317	43948	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas	Tolumonas auensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_288/SAMN02597189.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_288/SAMN02597189.contigs.fa.gz
SAMN06318805	Sandaracinus amylolyticus	42.816	927083	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06318805.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_449/SAMN06318805.contigs.fa.gz
SAMN03159434	Phytobacter sp. SCO41	43.175	1756993	Proteobacteria	Gammaproteobacteria	Enterobacterales		Phytobacter	Phytobacter sp. SCO41	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159434.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159434.contigs.fa.gz
SAMN01041250	Onion yellows phytoplasma	43.179	100379	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Onion yellows phytoplasma	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_270/SAMN01041250.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_270/SAMN01041250.contigs.fa.gz
SAMN08565656	Herminiimonas arsenicoxydans	43.787	204773	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	Herminiimonas arsenicoxydans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_547/SAMN08565656.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_547/SAMN08565656.contigs.fa.gz
SAMN02744071	Luteitalea pratensis	43.808	1855912	Acidobacteria	Vicinamibacteria		Vicinamibacteraceae	Luteitalea	Luteitalea pratensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744071.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744071.contigs.fa.gz
SAMN02744802	Desulfocapsa sulfexigens	44.214	65555	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa	Desulfocapsa sulfexigens	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744802.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02744802.contigs.fa.gz
SAMEA3642966	Marmoricola scoriae	44.673	642780	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola scoriae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_187/SAMEA3642966.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_187/SAMEA3642966.contigs.fa.gz
SAMN02743345	Methylosinus trichosporium	44.937	426	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02743345.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02743345.contigs.fa.gz
SAMN07621195	Algoriphagus sp. M8-2	45.31	1727163	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus sanaruensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07621195.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_501/SAMN07621195.contigs.fa.gz
SAMN03436215	Kytococcus sedentarius	45.497	1276	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	Kytococcus sedentarius	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_320/SAMN03436215.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_320/SAMN03436215.contigs.fa.gz
SAMN04488123	Ruegeria sp. NKC1-1	45.719	2099786	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salicibibacter	Salicibibacter kimchii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488123.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488123.contigs.fa.gz
SAMN03842091	Anaerococcus prevotii	45.86	33034	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_341/SAMN03842091.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_341/SAMN03842091.contigs.fa.gz
SAMEA1032401	Oceanisphaera avium	45.864	1903694	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	Oceanisphaera avium	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_013/SAMEA1032401.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_013/SAMEA1032401.contigs.fa.gz
SAMN04488245	Yangia pacifica	46.026	311180	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia	Yangia pacifica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488245.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488245.contigs.fa.gz
SAMN06453970	Brevefilum fermentans	46.278	1986204	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum	Brevefilum fermentans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_455/SAMN06453970.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_455/SAMN06453970.contigs.fa.gz
SAMN09579956	Rhodovulum sulfidophilum	46.593	35806	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sulfidophilum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_611/SAMN09579956.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_611/SAMN09579956.contigs.fa.gz
SAMN09065087	Phyllobacterium zundukense	46.761	1867719	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium zundukense	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09065087.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09065087.contigs.fa.gz
SAMN06891246	Advenella kashmirensis	47.174	310575	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella kashmirensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_467/SAMN06891246.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_467/SAMN06891246.contigs.fa.gz
SAMEA4003649	Arsenicicoccus sp. oral taxon 190	47.43	1658671	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Arsenicicoccus	Arsenicicoccus sp. oral taxon 190	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_209/SAMEA4003649.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_209/SAMEA4003649.contigs.fa.gz
SAMN02666715	Acidiphilium cryptum	47.847	524	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_290/SAMN02666715.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_290/SAMN02666715.contigs.fa.gz
SAMN05519226	Cycloclasticus zancles	48.486	1329899	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	Cycloclasticus zancles	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_407/SAMN05519226.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_407/SAMN05519226.contigs.fa.gz
SAMN08778656	Phreatobacter cathodiphilus	48.711	1868589	Proteobacteria	Alphaproteobacteria			Phreatobacter	Phreatobacter cathodiphilus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778656.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778656.contigs.fa.gz
SAMEA3725545	[Clostridium] innocuum	49.304	1522	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	[Clostridium] innocuum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_195/SAMEA3725545.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_195/SAMEA3725545.contigs.fa.gz
SAMN02597282	Microvirga ossetica	49.939	1882682	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga ossetica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_288/SAMN02597282.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_288/SAMN02597282.contigs.fa.gz
SAMD00008974	Tetragenococcus halophilus	50.036	51669	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_000/SAMD00008974.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_000/SAMD00008974.contigs.fa.gz
SAMN05446813	Dyella japonica	50.446000000000005	231455	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella japonica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05446813.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05446813.contigs.fa.gz
SAMN02256405	Methylotenera mobilis	50.749	359408	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera mobilis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256405.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256405.contigs.fa.gz
SAMN02440814	Agrococcus carbonis	50.76	684552	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus carbonis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440814.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440814.contigs.fa.gz
SAMN09074860	Alkalilimnicola ehrlichii	51.264	351052	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola	Alkalilimnicola ehrlichii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09074860.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09074860.contigs.fa.gz
SAMEA3643196	Phycicoccus dokdonensis	51.69	443156	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	Phycicoccus dokdonensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_188/SAMEA3643196.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_188/SAMEA3643196.contigs.fa.gz
SAMEA3492688	Labrenzia aggregata	52.705	187304	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia aggregata	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_178/SAMEA3492688.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_178/SAMEA3492688.contigs.fa.gz
SAMN02194530	Hirschia baltica	52.738	2724	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hirschia	Hirschia baltica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194530.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194530.contigs.fa.gz
SAMN08778888	Hymenobacter sp. DG25A	53.345	1385663	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp. DG25A	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778888.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778888.contigs.fa.gz
SAMN02194802	Marinobacterium aestuarii	53.376000000000005	1821621	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium aestuarii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194802.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194802.contigs.fa.gz
SAMN02440500	Aureimonas sp. AU20	53.576	1349819	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	Aureimonas sp. AU20	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440500.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02440500.contigs.fa.gz
SAMN05421756	Friedmanniella sagamiharensis	53.699	546874	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Friedmanniella	Friedmanniella sagamiharensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421756.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05421756.contigs.fa.gz
SAMN05428960	Mitsuaria sp. 7	53.735	1658665	Proteobacteria	Betaproteobacteria	Burkholderiales		Mitsuaria	Mitsuaria sp. 7	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05428960.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05428960.contigs.fa.gz
SAMN02194209	Yoonia vestfoldensis	53.917	245188	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia	Yoonia vestfoldensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194209.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194209.contigs.fa.gz
SAMN08777569	Asticcacaulis excentricus	54.652	78587	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08777569.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08777569.contigs.fa.gz
SAMN06297061	Nonomuraea sp. ATCC 55076	54.995	1909395	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea sp. ATCC 55076	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06297061.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06297061.contigs.fa.gz
SAMN06295967	Belliella baltica	55.145	232259	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	Belliella baltica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06295967.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06295967.contigs.fa.gz
SAMN02194611	Oceanimonas sp. GK1	55.146	511062	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas	Oceanimonas sp. GK1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194611.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194611.contigs.fa.gz
SAMN08775161	Microterricola viridarii	55.306	412690	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microterricola	Microterricola viridarii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08775161.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08775161.contigs.fa.gz
SAMN04488078	Antarctobacter heliothermus	55.542	74033	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488078.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488078.contigs.fa.gz
SAMN03246068	Tateyamaria omphalii	55.863	299262	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	Tateyamaria omphalii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_312/SAMN03246068.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_312/SAMN03246068.contigs.fa.gz
SAMN04580810	Thalassolituus oleivorans	56.039	187493	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	Thalassolituus oleivorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_376/SAMN04580810.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_376/SAMN04580810.contigs.fa.gz
SAMEA1405469	Zobellella denitrificans	56.061	347534	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Zobellella	Zobellella denitrificans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_057/SAMEA1405469.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_057/SAMEA1405469.contigs.fa.gz
SAMN04498914	Christensenella massiliensis	57.561	1805714	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella massiliensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_369/SAMN04498914.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_369/SAMN04498914.contigs.fa.gz
SAMN09075503	Aquaspirillum sp. LM1	57.897	1938604	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquaspirillum	Aquaspirillum sp. LM1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09075503.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_577/SAMN09075503.contigs.fa.gz
SAMN02746006	Candidatus Puniceispirillum marinum	59.419	767892	Proteobacteria	Alphaproteobacteria			Candidatus Puniceispirillum	Candidatus Puniceispirillum marinum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02746006.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02746006.contigs.fa.gz
SAMN04487800	Snodgrassella alvi	59.422	1196083	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	Snodgrassella alvi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487800.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487800.contigs.fa.gz
SAMN08776295	Lentzea guizhouensis	59.612	1586287	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	Lentzea guizhouensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08776295.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08776295.contigs.fa.gz
SAMN02597196	Pseudogulbenkiania sp. NH8B	59.773	748280	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Pseudogulbenkiania	Pseudogulbenkiania sp. NH8B	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_288/SAMN02597196.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_288/SAMN02597196.contigs.fa.gz
SAMN07501387	Syntrophomonas wolfei	60.499	863	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_493/SAMN07501387.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_493/SAMN07501387.contigs.fa.gz
SAMN06213931	Kribbella flavida	60.901	182640	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella flavida	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_440/SAMN06213931.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_440/SAMN06213931.contigs.fa.gz
SAMN05444281	Wenyingzhuangia fucanilytica	62.169	1790137	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	Wenyingzhuangia fucanilytica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05444281.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05444281.contigs.fa.gz
